Sr_No,Furnished Status,Facing,Car Parking,Type of Ownership,Booking Amount,Buy Total Price,CITY,PROPERTY_TYPE
773,Unfurnished,West,not available,Freehold,0,1495000,London,House
774,Unfurnished,South,not available,Freehold,0,2350000,London,Flat / Apartment
775,Unfurnished,North,available,Freehold,0,675000,London,House
776,Unfurnished,East,available,Freehold,0,765000,London,House
777,Unfurnished,West,available,Freehold,0,799950,London,Flat / Apartment
778,Unfurnished,South,available,Freehold,0,2950000,London,Flat / Apartment
779,Unfurnished,West,not available,Freehold,0,999950,London,New development
780,Unfurnished,East,available,Freehold,0,1200000,London,House
781,Unfurnished,North,available,Freehold,0,1250000,London,House
782,Unfurnished,North,available,Freehold,0,1495000,London,House
783,Unfurnished,East,available,Freehold,0,1950000,London,House
784,Unfurnished,West,not available,Freehold,0,785000,London,Flat / Apartment
785,Unfurnished,South,not available,Freehold,0,2250000,Middlesex,Flat / Apartment
786,Unfurnished,South,not available,Freehold,0,6450000,London,House
787,Unfurnished,West,available,Freehold,0,749950,London,House
788,Unfurnished,North,available,Freehold,0,1675000,London,House
789,Unfurnished,East,available,Freehold,0,950000,London,Flat / Apartment
790,Unfurnished,East,available,Freehold,0,1975000,London,House
791,Unfurnished,West,available,Freehold,0,3550000,London,Flat / Apartment
792,Unfurnished,North,available,Freehold,0,350000,London,New development
793,Furnished,South,available,Freehold,0,2375000,London,Flat / Apartment
794,Unfurnished,North,not available,Freehold,0,2325000,London,Flat / Apartment
795,Unfurnished,East,available,Freehold,0,4600000,London,House
796,Unfurnished,West,not available,Freehold,0,700000,London,House
797,Unfurnished,South,available,Freehold,0,1350000,London,House
798,Unfurnished,West,available,Freehold,0,1325000,London,Flat / Apartment
799,Unfurnished,East,available,Freehold,0,1850000,London,Flat / Apartment
800,Furnished,North,not available,Freehold,0,5250000,London,Flat / Apartment
801,Unfurnished,South,not available,Freehold,0,1000000,London,House
802,Furnished,West,available,Freehold,0,1275000,London,Flat / Apartment
803,Unfurnished,North,available,Freehold,0,2000000,London,Flat / Apartment
804,Unfurnished,East,not available,Freehold,0,1200000,London,Flat / Apartment
805,Unfurnished,South,available,Freehold,0,1175000,London,House
806,Furnished,West,available,Freehold,0,1300000,London,Flat / Apartment
807,Unfurnished,North,not available,Freehold,0,3500000,London,Flat / Apartment
808,Unfurnished,East,not available,Freehold,0,800000,London,House
809,Unfurnished,South,available,Freehold,0,1200000,London,Flat / Apartment
810,Unfurnished,West,available,Freehold,0,3295000,London,New development
811,Unfurnished,North,not available,Freehold,0,425000,London,House
812,Unfurnished,East,available,Freehold,0,1215000,London,Flat / Apartment
813,Unfurnished,South,available,Freehold,0,1850000,London,Flat / Apartment
814,Unfurnished,West,available,Freehold,0,2275000,London,House
815,Unfurnished,East,available,Freehold,0,400000,London,Flat / Apartment
816,Unfurnished,North,available,Freehold,0,800000,London,Flat / Apartment
817,Unfurnished,South,not available,Freehold,0,700000,London,New development
818,Unfurnished,West,available,Freehold,0,750000,Surrey,New development
819,Unfurnished,East,available,Freehold,0,500000,London,Flat / Apartment
820,Unfurnished,North,available,Freehold,0,3975000,London,New development
821,Unfurnished,South,available,Freehold,0,1999995,London,Penthouse
822,Unfurnished,West,available,Freehold,0,1099000,London,Flat / Apartment
823,Unfurnished,East,available,Freehold,0,539950,London,House
824,Unfurnished,North,available,Freehold,0,1050000,London,Flat / Apartment
825,Unfurnished,South,available,Freehold,0,850000,London,House
826,Unfurnished,East,available,Freehold,0,599950,London,House
827,Unfurnished,West,available,Freehold,0,695000,London,House
828,Unfurnished,North,available,Freehold,0,950000,London,House
829,Unfurnished,East,available,Freehold,0,1999995,Surrey,House
830,Unfurnished,West,available,Freehold,0,365000,London,Flat / Apartment
831,Unfurnished,South,available,Freehold,0,1200000,London,House
832,Furnished,North,available,Freehold,0,2950000,London,Flat / Apartment
833,Unfurnished,East,available,Freehold,0,380000,London,House
834,Unfurnished,West,available,Freehold,0,1875000,London,Flat / Apartment
835,Unfurnished,South,available,Freehold,0,5100000,London,Flat / Apartment
836,Unfurnished,North,available,Freehold,0,490000,Surrey,House
837,Unfurnished,West,not available,Freehold,0,2750000,London,Flat / Apartment
838,Unfurnished,East,not available,Freehold,0,450000,London,Flat / Apartment
839,Unfurnished,South,available,Freehold,0,825000,London,House
840,Unfurnished,North,available,Freehold,0,1695000,London,Flat / Apartment
841,Unfurnished,East,not available,Freehold,0,425000,London,New development
842,Unfurnished,West,available,Freehold,0,1250000,London,Flat / Apartment
843,Furnished,South,available,Freehold,0,3750000,London,House
844,Unfurnished,North,not available,Freehold,0,785000,London,Flat / Apartment
845,Unfurnished,East,not available,Freehold,0,675000,Surrey,House
846,Unfurnished,West,available,Freehold,0,465000,Surrey,New development
847,Unfurnished,South,available,Freehold,0,1350000,London,New development
848,Furnished,North,not available,Freehold,0,2500000,Surrey,House
849,Unfurnished,East,not available,Freehold,0,675000,Surrey,New development
850,Unfurnished,West,available,Freehold,0,945000,London,Flat / Apartment
851,Unfurnished,South,available,Freehold,0,725000,London,Flat / Apartment
852,Unfurnished,North,available,Freehold,0,325000,London,House
853,Unfurnished,East,available,Freehold,0,800000,London,Flat / Apartment
854,Unfurnished,West,available,Freehold,0,595000,London,Flat / Apartment
855,Unfurnished,South,not available,Freehold,0,425000,London,Flat / Apartment
856,Unfurnished,North,available,Freehold,0,1250000,London,House
857,Unfurnished,East,available,Freehold,0,2100000,London,Studio
858,Unfurnished,South,not available,Freehold,0,875000,London,Flat / Apartment
859,Unfurnished,West,available,Freehold,0,1095000,London,Flat / Apartment
860,Unfurnished,North,not available,Freehold,0,1495000,London,New development
861,Unfurnished,East,available,Freehold,0,895000,London,Flat / Apartment
862,Unfurnished,West,not available,Freehold,0,650000,London,House
863,Unfurnished,South,available,Freehold,0,3500000,London,Flat / Apartment
864,Unfurnished,North,not available,Freehold,0,4750000,London,Flat / Apartment
865,Unfurnished,East,available,Freehold,0,550000,London,Flat / Apartment
866,Unfurnished,West,not available,Freehold,0,525000,London,Penthouse
867,Unfurnished,South,available,Freehold,0,4035000,Surrey,House
868,Unfurnished,North,available,Freehold,0,1150000,Surrey,House
869,Unfurnished,East,available,Freehold,0,2350000,Surrey,House
870,Unfurnished,West,available,Freehold,0,2100000,Surrey,New development
871,Unfurnished,South,not available,Freehold,0,950000,Surrey,House
872,Unfurnished,North,not available,Freehold,0,635000,London,Flat / Apartment
873,Unfurnished,East,not available,Freehold,0,1995000,London,House
874,Furnished,West,available,Freehold,0,1895000,London,House
875,Unfurnished,South,available,Freehold,0,1495000,London,House
876,Unfurnished,North,available,Freehold,0,2250000,London,House
877,Unfurnished,East,not available,Freehold,0,1250000,London,Flat / Apartment
878,Unfurnished,West,available,Freehold,0,825000,London,Flat / Apartment
879,Unfurnished,South,available,Freehold,0,875000,London,Flat / Apartment
880,Unfurnished,North,not available,Freehold,0,2175000,London,Flat / Apartment
881,Furnished,East,available,Freehold,0,2250000,London,House
882,Unfurnished,West,available,Freehold,0,975000,London,New development
883,Unfurnished,South,available,Freehold,0,1735000,Essex,House
884,Unfurnished,North,available,Freehold,0,1375000,London,House
885,Unfurnished,East,not available,Freehold,0,1295000,London,Flat / Apartment
886,Unfurnished,West,available,Freehold,0,875000,London,Flat / Apartment
887,Unfurnished,South,available,Freehold,0,1950000,London,Flat / Apartment
888,Unfurnished,North,available,Freehold,0,995000,London,House
889,Unfurnished,East,available,Freehold,0,3450000,London,Flat / Apartment
890,Unfurnished,West,available,Freehold,0,1295000,London,House
891,Unfurnished,South,available,Freehold,0,2500000,London,New development
892,Unfurnished,North,available,Freehold,0,2150000,London,House
893,Unfurnished,East,available,Freehold,0,800000,London,House
894,Unfurnished,West,available,Freehold,0,1750000,London,Flat / Apartment
895,Unfurnished,South,available,Freehold,0,1250000,London,Flat / Apartment
896,Unfurnished,North,available,Freehold,0,1178000,Middlesex,House
897,Unfurnished,East,available,Freehold,0,1285000,Middlesex,House
898,Unfurnished,West,available,Freehold,0,7950000,Essex,Bungalow
899,Unfurnished,South,available,Freehold,0,2150000,London,House
900,Unfurnished,North,available,Freehold,0,1895000,London,Flat / Apartment
901,Unfurnished,East,available,Freehold,0,1200000,London,Flat / Apartment
902,Unfurnished,West,available,Freehold,0,725000,London,House
903,Unfurnished,South,available,Freehold,0,1100000,London,House
904,Unfurnished,North,available,Freehold,0,1000000,London,New development
905,Unfurnished,East,available,Freehold,0,600000,London,Flat / Apartment
906,Unfurnished,West,not available,Freehold,0,695000,London,Flat / Apartment
907,Unfurnished,South,available,Freehold,0,1450000,Surrey,House
908,Unfurnished,North,available,Freehold,0,699950,London,New development
909,Unfurnished,East,available,Freehold,0,1295000,London,New development
910,Unfurnished,West,available,Freehold,0,2600000,London,Flat / Apartment
911,Furnished,South,available,Freehold,0,600000,London,House
912,Unfurnished,West,not available,Freehold,0,895000,London,House
913,Unfurnished,East,not available,Freehold,0,1160000,London,Flat / Apartment
914,Unfurnished,North,available,Freehold,0,500000,London,Flat / Apartment
915,Unfurnished,North,available,Freehold,0,625000,London,House
916,Furnished,East,available,Freehold,0,450000,London,Flat / Apartment
917,Unfurnished,West,available,Freehold,0,2750000,London,House
918,Unfurnished,South,available,Freehold,0,899950,London,Flat / Apartment
919,Unfurnished,South,available,Freehold,0,1250000,London,House
920,Furnished,West,not available,Freehold,0,1650000,London,Penthouse
921,Unfurnished,North,available,Freehold,0,3450000,London,House
922,Unfurnished,East,available,Freehold,0,2975000,London,Flat / Apartment
923,Unfurnished,East,available,Freehold,0,2500000,London,House
924,Unfurnished,West,available,Freehold,0,2150000,London,House
925,Unfurnished,North,available,Freehold,0,1995000,London,House
926,Unfurnished,South,available,Freehold,0,1700000,London,Flat / Apartment
927,Unfurnished,North,available,Freehold,0,2600000,London,New development
928,Furnished,East,available,Freehold,0,1675000,Surrey,Flat / Apartment
929,Unfurnished,West,available,Freehold,0,1495000,Middlesex,House
930,Furnished,South,available,Freehold,0,2895000,London,New development
931,Furnished,West,available,Freehold,0,1450000,London,House
932,Unfurnished,East,available,Freehold,0,795000,London,House
933,Unfurnished,North,available,Freehold,0,1895000,London,House
934,Furnished,South,available,Freehold,0,1850000,Surrey,House
935,Unfurnished,West,available,Freehold,0,3500000,London,House
936,Unfurnished,North,available,Freehold,0,450000,London,House
937,Unfurnished,East,available,Freehold,0,2895000,London,House
938,Furnished,South,available,Freehold,0,1250000,City Of London,New development
939,Unfurnished,West,available,Freehold,0,4250000,London,Flat / Apartment
940,Unfurnished,North,not available,Freehold,0,1300000,London,Flat / Apartment
941,Unfurnished,East,available,Freehold,0,1175000,London,Flat / Apartment
942,Unfurnished,South,available,Freehold,0,4450000,London,Flat / Apartment
943,Unfurnished,West,available,Freehold,0,1550000,London,Penthouse
944,Unfurnished,North,available,Freehold,0,1300000,London,Flat / Apartment
945,Unfurnished,East,available,Freehold,0,1550000,London,House
946,Unfurnished,South,available,Freehold,0,1325000,London,New development
947,Unfurnished,West,available,Freehold,0,1450000,London,House
948,Furnished,East,available,Freehold,0,1175000,London,Flat / Apartment
949,Unfurnished,North,available,Freehold,0,795000,Surrey,House
950,Unfurnished,South,available,Freehold,0,4750000,London,House
951,Unfurnished,West,available,Freehold,0,799950,London,House
952,Unfurnished,East,available,Freehold,0,650000,London,House
953,Unfurnished,North,available,Freehold,0,850000,London,House
954,Unfurnished,South,available,Freehold,0,560000,London,Flat / Apartment
955,Furnished,West,available,Freehold,0,910000,London,Flat / Apartment
956,Unfurnished,East,available,Freehold,0,399950,London,Flat / Apartment
957,Unfurnished,North,available,Freehold,0,465000,London,House
958,Furnished,South,available,Freehold,0,1535000,London,Flat / Apartment
959,Unfurnished,East,available,Freehold,0,725000,London,Flat / Apartment
960,Unfurnished,West,available,Freehold,0,1295000,London,Flat / Apartment
961,Unfurnished,North,not available,Freehold,0,825000,London,Flat / Apartment
962,Unfurnished,East,available,Freehold,0,1195000,London,Flat / Apartment
963,Furnished,West,available,Freehold,0,1250000,London,Flat / Apartment
964,Unfurnished,South,not available,Freehold,0,1350000,Twickenham,House
965,Unfurnished,North,available,Freehold,0,1225000,Surrey,Flat / Apartment
966,Unfurnished,East,available,Freehold,0,585000,Surrey,House
967,Unfurnished,West,not available,Freehold,0,550000,London,Flat / Apartment
968,Unfurnished,South,not available,Freehold,0,985000,London,Penthouse
969,Unfurnished,North,available,Freehold,0,530000,London,House
970,Unfurnished,West,not available,Freehold,0,4200000,London,House
971,Unfurnished,East,available,Freehold,0,1375000,London,Flat / Apartment
972,Unfurnished,South,available,Freehold,0,575000,London,House
973,Unfurnished,North,not available,Freehold,0,2950000,London,Flat / Apartment
974,Unfurnished,East,not available,Freehold,0,1950000,London,Penthouse
975,Unfurnished,West,available,Freehold,0,3250000,London,Flat / Apartment
976,Unfurnished,South,available,Freehold,0,1250000,London,Flat / Apartment
977,Unfurnished,North,available,Freehold,0,975000,London,Flat / Apartment
978,Unfurnished,East,not available,Freehold,0,1100000,Essex,House
979,Unfurnished,West,available,Freehold,0,900000,Essex,House
980,Unfurnished,South,not available,Freehold,0,300000,London,New development
981,Unfurnished,North,available,Freehold,0,510000,London,New development
982,Unfurnished,East,not available,Freehold,0,350000,London,New development
983,Unfurnished,West,available,Freehold,0,875000,London,Flat / Apartment
984,Unfurnished,South,not available,Freehold,0,1095000,London,Flat / Apartment
985,Unfurnished,North,available,Freehold,0,3350000,London,Penthouse
986,Unfurnished,East,not available,Freehold,0,1350000,London,Flat / Apartment
987,Unfurnished,West,available,Freehold,0,950000,London,Flat / Apartment
988,Unfurnished,South,not available,Freehold,0,1275000,London,Flat / Apartment
989,Unfurnished,North,available,Freehold,0,975000,Surrey,House
990,Unfurnished,East,available,Freehold,0,3950000,Surrey,House
991,Unfurnished,South,available,Freehold,0,475000,Chessington,Flat / Apartment
992,Unfurnished,West,available,Freehold,0,575000,Surrey,House
993,Unfurnished,North,available,Freehold,0,599950,Surrey,House
994,Unfurnished,East,available,Freehold,0,585000,Surrey,House
995,Unfurnished,West,not available,Freehold,0,1750000,Surrey,House
996,Unfurnished,South,available,Freehold,0,2950000,London,Flat / Apartment
997,Unfurnished,North,available,Freehold,0,950000,London,Penthouse
998,Unfurnished,East,not available,Freehold,0,910000,London,Flat / Apartment
999,Unfurnished,West,available,Freehold,0,1849950,London,House
1000,Unfurnished,South,not available,Freehold,0,700000,London,Flat / Apartment
1001,Unfurnished,North,not available,Freehold,0,1275000,London,House
1002,Unfurnished,East,available,Freehold,0,425000,London,House
1003,Unfurnished,West,not available,Freehold,0,1395000,London,House
1004,Unfurnished,South,available,Freehold,0,3000000,London,House
1005,Unfurnished,North,not available,Freehold,0,2975000,London,Flat / Apartment
1006,Unfurnished,East,available,Freehold,0,775000,London,Flat / Apartment
1007,Unfurnished,West,available,Freehold,0,4950000,London,New development
1008,Unfurnished,South,not available,Freehold,0,1850000,London,Flat / Apartment
1009,Unfurnished,North,available,Freehold,0,649000,London,Flat / Apartment
1010,Unfurnished,East,available,Freehold,0,499950,London,Flat / Apartment
1011,Unfurnished,West,available,Freehold,0,399950,London,House
1012,Unfurnished,South,available,Freehold,0,500000,Surrey,House
1013,Unfurnished,North,available,Freehold,0,1085000,London,House
1014,Unfurnished,East,not available,Freehold,0,1595000,London,House
1015,Unfurnished,West,available,Freehold,0,850000,London,Flat / Apartment
1016,Unfurnished,South,available,Freehold,0,1500000,London,Flat / Apartment
1017,Unfurnished,North,available,Freehold,0,2800000,Surrey,House
1018,Unfurnished,East,available,Freehold,0,1799995,Middlesex,Bungalow
1019,Unfurnished,West,available,Freehold,0,2700000,London,Flat / Apartment
1020,Unfurnished,South,available,Freehold,0,1150000,London,Flat / Apartment
1021,Unfurnished,North,not available,Freehold,0,2475000,London,House
1022,Unfurnished,East,not available,Freehold,0,799950,London,Penthouse
1023,Unfurnished,West,not available,Freehold,0,2950000,London,Flat / Apartment
1024,Unfurnished,South,available,Freehold,0,2500000,London,New development
1025,Unfurnished,North,available,Freehold,0,950000,London,New development
1026,Unfurnished,East,available,Freehold,0,595000,London,House
1027,Unfurnished,West,not available,Freehold,0,1495000,London,New development
1028,Unfurnished,South,not available,Freehold,0,625000,London,Flat / Apartment
1029,Unfurnished,North,available,Freehold,0,935000,Surrey,Flat / Apartment
1030,Unfurnished,East,available,Freehold,0,599995,London,House
1031,Unfurnished,West,available,Freehold,0,1650000,London,House
1032,Unfurnished,South,available,Freehold,0,525000,London,New development
1033,Unfurnished,North,available,Freehold,0,800000,London,New development
1034,Unfurnished,East,not available,Freehold,0,995000,London,New development
1035,Unfurnished,West,available,Freehold,0,1750000,London,Penthouse
1036,Unfurnished,South,available,Freehold,0,775000,London,New development
1037,Unfurnished,North,not available,Freehold,0,1595000,London,House
1038,Unfurnished,East,not available,Freehold,0,1500000,London,House
1039,Unfurnished,West,available,Freehold,0,3750000,London,Flat / Apartment
1040,Unfurnished,South,available,Freehold,0,3250000,London,House
1041,Unfurnished,North,available,Freehold,0,895000,London,House
1042,Unfurnished,East,available,Freehold,0,799999,London,House
1043,Unfurnished,West,not available,Freehold,0,650000,London,House
1044,Unfurnished,South,available,Freehold,0,1395000,London,House
1045,Unfurnished,West,available,Freehold,0,550000,London,House
1046,Furnished,East,available,Freehold,0,500000,London,Flat / Apartment
1047,Unfurnished,North,available,Freehold,0,1550000,London,Flat / Apartment
1048,Unfurnished,North,not available,Freehold,0,4950000,London,Flat / Apartment
1049,Furnished,East,not available,Freehold,0,2850000,London,Flat / Apartment
1050,Unfurnished,West,not available,Freehold,0,2250000,Surrey,House
1051,Unfurnished,South,available,Freehold,0,595000,London,Flat / Apartment
1052,Furnished,South,available,Freehold,0,3300000,London,Flat / Apartment
1053,Unfurnished,West,available,Freehold,0,1225000,London,Flat / Apartment
1054,Furnished,North,available,Freehold,0,1350000,London,House
1055,Unfurnished,East,available,Freehold,0,545000,London,Flat / Apartment
1056,Unfurnished,East,available,Freehold,0,1195000,London,House
1057,Unfurnished,West,available,Freehold,0,822500,London,Flat / Apartment
1058,Unfurnished,North,not available,Freehold,0,1345000,London,Flat / Apartment
1059,Unfurnished,South,available,Freehold,0,1400000,London,Flat / Apartment
1060,Unfurnished,North,not available,Freehold,0,1750000,London,Flat / Apartment
1061,Unfurnished,East,available,Freehold,0,2895000,London,House
1062,Unfurnished,West,available,Freehold,0,2350000,London,House
1063,Unfurnished,South,available,Freehold,0,1075000,London,New development
1064,Unfurnished,West,not available,Freehold,0,1350000,London,House
1065,Unfurnished,East,not available,Freehold,0,2250000,London,House
1066,Unfurnished,North,available,Freehold,0,699950,London,House
1067,Unfurnished,South,available,Freehold,0,1425000,London,Flat / Apartment
1068,Unfurnished,West,not available,Freehold,0,435000,London,Flat / Apartment
1069,Unfurnished,North,available,Freehold,0,2950000,London,Flat / Apartment
1070,Unfurnished,East,available,Freehold,0,645000,Chennai,Flat
1071,Unfurnished,South,not available,Freehold,0,995000,Chennai,Flat
1072,Unfurnished,West,not available,Freehold,0,5500000,Chennai,Flat
1073,Unfurnished,North,available,Freehold,0,2500000,Chennai,Flat
1074,Unfurnished,East,not available,Freehold,0,1200000,Chennai,Flat
1075,Unfurnished,South,available,Freehold,0,1750000,Chennai,Flat
1076,Unfurnished,West,not available,Freehold,0,725000,Chennai,Flat
1077,Unfurnished,North,available,Freehold,0,850000,Chennai,Flat
1078,Unfurnished,East,available,Freehold,0,2249000,Chennai,Flat
1079,Furnished,South,not available,Freehold,0,475000,Chennai,Flat
1080,Unfurnished,West,available,Freehold,0,525000,Chennai,Flat
1081,Unfurnished,East,not available,Freehold,0,370000,Chennai,Flat
1082,Furnished,North,available,Freehold,0,2500000,Chennai,Flat
1083,Unfurnished,South,not available,Freehold,0,700000,Chennai,Flat
1084,Unfurnished,West,available,Freehold,0,1595000,Chennai,Flat
1085,Unfurnished,East,available,Freehold,0,715000,Chennai,Flat
1086,Unfurnished,North,not available,Freehold,0,985000,Chennai,Flat
1087,Unfurnished,South,available,Freehold,0,4850000,Chennai,Flat
1088,Unfurnished,West,not available,Freehold,0,1695000,Chennai,Flat
1089,Unfurnished,East,available,Freehold,0,1095000,Chennai,Flat
1090,Unfurnished,North,not available,Freehold,0,1325000,Chennai,Flat
1091,Furnished,South,available,Freehold,0,699950,Chennai,Flat
1092,Unfurnished,East,not available,Freehold,0,350000,Chennai,Flat
1093,Unfurnished,West,available,Freehold,0,2000000,Chennai,Flat
1094,Unfurnished,North,not available,Freehold,0,1095000,Chennai,Flat
1095,Unfurnished,East,available,Freehold,0,3250000,Chennai,Home
1096,Unfurnished,West,not available,Freehold,0,899950,Chennai,Home
1097,Unfurnished,South,available,Freehold,0,2166000,Chennai,Home
1098,Unfurnished,North,not available,Freehold,0,480000,Chennai,Home
1099,Unfurnished,East,available,Freehold,0,825000,Chennai,Home
1100,Unfurnished,West,not available,Freehold,0,2950000,Chennai,Home
1101,Unfurnished,South,available,Freehold,0,585000,Chennai,Home
1102,Unfurnished,North,available,Freehold,0,2975000,Chennai,Home
1103,Unfurnished,West,not available,Freehold,0,680000,Chennai,Home
1104,Unfurnished,East,available,Freehold,0,899000,Chennai,Home
1105,Unfurnished,South,not available,Freehold,0,675000,Chennai,Home
1106,Unfurnished,North,available,Freehold,0,475000,Chennai,Home
1107,Unfurnished,East,available,Freehold,0,1265000,Chennai,Home
1108,Unfurnished,West,not available,Freehold,0,3500000,Chennai,Home
1109,Unfurnished,South,available,Freehold,0,3500000,Chennai,Home
1110,Unfurnished,North,not available,Freehold,0,599995,Chennai,Home
1111,Unfurnished,East,available,Freehold,0,550000,Chennai,Home
1112,Unfurnished,West,available,Freehold,0,1325000,Chennai,Home
1113,Unfurnished,South,not available,Freehold,0,2400000,Chennai,Home
1114,Unfurnished,North,available,Freehold,0,2500000,Chennai,Home
1115,Unfurnished,East,available,Freehold,0,1150000,Chennai,Home
1116,Unfurnished,West,not available,Freehold,0,550000,Chennai,Home
1117,Unfurnished,South,available,Freehold,0,690000,Chennai,Home
1118,Unfurnished,North,not available,Freehold,0,1175000,Chennai,Home
1119,Unfurnished,East,available,Freehold,0,2000000,Chennai,Home
1120,Unfurnished,West,available,Freehold,0,1045000,New Delhi,Flat
1121,Unfurnished,South,not available,Freehold,0,699950,New Delhi,Flat
1122,Unfurnished,North,available,Freehold,0,900000,New Delhi,Flat
1123,Unfurnished,East,available,Freehold,0,875000,New Delhi,Flat
1124,Unfurnished,South,not available,Freehold,0,1695000,New Delhi,Flat
1125,Furnished,West,available,Freehold,0,845000,New Delhi,Flat
1126,Furnished,North,not available,Freehold,0,850000,New Delhi,Flat
1127,Unfurnished,East,available,Freehold,0,2000000,New Delhi,Flat
1128,Unfurnished,West,available,Freehold,0,3250000,New Delhi,Flat
1129,Unfurnished,South,not available,Freehold,0,1750000,New Delhi,Flat
1130,Unfurnished,North,available,Freehold,0,1250000,New Delhi,Flat
1131,Unfurnished,East,not available,Freehold,0,550000,New Delhi,Flat
1132,Unfurnished,West,available,Freehold,0,1050000,New Delhi,Flat
1133,Unfurnished,South,available,Freehold,0,1095000,New Delhi,Flat
1134,Unfurnished,North,not available,Freehold,0,1195000,New Delhi,Flat
1135,Unfurnished,East,available,Freehold,0,1100000,New Delhi,Flat
1136,Unfurnished,West,not available,Freehold,0,3000000,New Delhi,Flat
1137,Unfurnished,South,available,Freehold,0,2150000,New Delhi,Flat
1138,Unfurnished,North,available,Freehold,0,1800000,New Delhi,Flat
1139,Unfurnished,East,not available,Freehold,0,1295000,New Delhi,Flat
1140,Unfurnished,West,available,Freehold,0,1125000,New Delhi,Flat
1141,Unfurnished,South,not available,Freehold,0,1025000,New Delhi,Flat
1142,Unfurnished,North,available,Freehold,0,1675000,New Delhi,Flat
1143,Unfurnished,East,available,Freehold,0,2750000,New Delhi,Flat
1144,Unfurnished,West,not available,Freehold,0,500000,New Delhi,Flat
1145,Furnished,South,available,Freehold,0,2520000,New Delhi,Flat
1146,Unfurnished,North,not available,Freehold,0,865000,New Delhi,Flat
1147,Unfurnished,East,available,Freehold,0,700000,New Delhi,Flat
1148,Unfurnished,West,available,Freehold,0,1350000,New Delhi,Flat
1149,Furnished,South,not available,Freehold,0,3450000,New Delhi,Flat
1150,Unfurnished,North,available,Freehold,0,775000,Island,Condo for sale
1151,Unfurnished,East,not available,Freehold,0,1195000,Island,Condo for sale
1152,Unfurnished,West,available,Freehold,0,725000,Island,House for sale
1153,Unfurnished,South,available,Freehold,0,700000,Island,Condo for sale
1154,Unfurnished,North,not available,Freehold,0,695000,Island,Townhouse for sale
1155,Unfurnished,East,available,Freehold,0,1299000,Island,House for sale
1156,Unfurnished,West,not available,Freehold,0,5950000,Island,Condo for sale
1157,Unfurnished,South,available,Freehold,0,595000,Island,House for sale
1158,Unfurnished,North,available,Freehold,0,2100000,Island,Co-op for sale
1159,Unfurnished,East,not available,Freehold,0,1475000,Island,Co-op for sale
1160,Unfurnished,West,available,Freehold,0,2950000,Island,Co-op for sale
1161,Unfurnished,South,not available,Freehold,0,450000,Island,Townhouse for sale
1162,Unfurnished,North,available,Freehold,0,550000,Island,Co-op for sale
1163,Unfurnished,East,available,Freehold,0,2250000,Island,Co-op for sale
1164,Unfurnished,West,not available,Freehold,0,2750000,Island,Co-op for sale
1165,Unfurnished,South,available,Freehold,0,599950,Island,Condo for sale
1166,Unfurnished,North,not available,Freehold,0,650000,Island,Townhouse for sale
1167,Unfurnished,East,available,Freehold,0,850000,Island,Co-op for sale
1168,Unfurnished,West,available,Freehold,0,825000,Island,Co-op for sale
1169,Unfurnished,South,not available,Freehold,0,1850000,Island,Condo for sale
1170,Unfurnished,North,available,Freehold,0,1750000,Island,House for sale
1171,Unfurnished,East,not available,Freehold,0,3150000,Island,Condo for sale
1172,Unfurnished,West,available,Freehold,0,599950,Island,Multi-family home for sale
1173,Unfurnished,South,available,Freehold,0,1995000,Island,Condo for sale
1174,Unfurnished,North,not available,Freehold,0,1595000,Island,House for sale
1175,Unfurnished,East,available,Freehold,0,1195000,Island,Multi-family home for sale
1176,Unfurnished,West,not available,Freehold,0,2650000,Island,Co-op for sale
1177,Unfurnished,South,available,Freehold,0,950000,Island,Multi-family home for sale
1178,Unfurnished,North,available,Freehold,0,1050000,Island,Co-op for sale
1179,Unfurnished,East,not available,Freehold,0,695000,Island,Multi-family home for sale
1180,Unfurnished,South,available,Freehold,0,3895000,Island,Multi-family home for sale
1181,Unfurnished,West,not available,Freehold,0,950000,Island,Condo for sale
1182,Unfurnished,North,available,Freehold,0,799999,Island,Multi-family home for sale
1183,Unfurnished,East,available,Freehold,0,2500000,Island,Multi-family home for sale
1184,Unfurnished,South,not available,Freehold,0,6450000,Island,Co-op for sale
1185,Unfurnished,West,available,Freehold,0,2250000,Island,Condo for sale
1186,Furnished,North,not available,Freehold,0,2500000,Island,Multi-family home for sale
1187,Unfurnished,East,available,Freehold,0,475000,Island,Co-op for sale
1188,Unfurnished,South,available,Freehold,0,560000,Island,Condo for sale
1189,Unfurnished,West,not available,Freehold,0,610000,Island,Multi-family home for sale
1190,Unfurnished,North,available,Freehold,0,600000,Island,Multi-family home for sale
1191,Unfurnished,East,not available,Freehold,0,615000,Island,Multi-family home for sale
1192,Unfurnished,South,available,Freehold,0,625000,Island,Multi-family home for sale
1193,Unfurnished,West,available,Freehold,0,600000,Island,Co-op for sale
1194,Unfurnished,North,not available,Freehold,0,650000,Island,Co-op for sale
1195,Furnished,East,available,Freehold,0,1285000,Island,Multi-family home for sale
1196,Unfurnished,South,not available,Freehold,0,1795000,Island,Co-op for sale
1197,Unfurnished,West,available,Freehold,0,825000,Island,Multi-family home for sale
1198,Unfurnished,North,available,Freehold,0,2350000,Island,Condo for sale
1199,Unfurnished,East,not available,Freehold,0,2350000,Island,Multi-family home for sale
1200,Unfurnished,South,available,Freehold,0,2500000,Island,Multi-family home for sale
